testDate,expression,movement,quality,benchmarkPct
25/08/2024,isometric,jump,land,0.363
10/09/2024,dynamic,agility,deceleration,0.9
12/09/2024,isometric,sprint,max velocity,0.698
15/09/2024,dynamic,sprint,max velocity,0.678
03/10/2024,dynamic,agility,deceleration,0.896
08/10/2024,isometric,upper body,grapple,0.6625
13/10/2024,isometric,jump,take off,0.426
17/10/2024,isometric,jump,pre-load,0.72
18/10/2024,isometric,agility,rotate,0.6595
31/10/2024,dynamic,upper body,pull,0.88
01/11/2024,isometric,upper body,push,0.936
01/11/2024,isometric,agility,acceleration,0.677
02/11/2024,isometric,sprint,acceleration,0.677
09/11/2024,isometric,jump,take off,0.39
11/11/2024,dynamic,jump,pre-load,0.57
18/12/2024,dynamic,upper body,push,0.498
18/12/2024,dynamic,agility,deceleration,0.876
19/12/2024,dynamic,upper body,pull,0.876
25/12/2024,dynamic,agility,deceleration,0.876
28/12/2024,isometric,agility,deceleration,0.9155
28/12/2024,isometric,sprint,max velocity,0.67
31/12/2024,isometric,agility,rotate,0.6705
03/01/2025,isometric,agility,deceleration,0.9155
05/01/2025,isometric,jump,take off,0.42
05/01/2025,dynamic,sprint,max velocity,0.663
10/01/2025,isometric,jump,land,0.46
14/01/2025,isometric,jump,land,0.46
14/01/2025,isometric,upper body,pull,0.46
24/01/2025,dynamic,agility,acceleration,0.5
12/02/2025,dynamic,upper body,pull,0.87
12/02/2025,isometric,agility,acceleration,0.79
01/03/2025,isometric,upper body,grapple,0.6385
01/03/2025,isometric,agility,rotate,0.6385
02/03/2025,isometric,jump,land,0.3955
06/03/2025,isometric,jump,pre-load,0.787
12/03/2025,isometric,upper body,pull,0.851
03/07/2023,dynamic,jump,take off,0.7
09/07/2023,dynamic,upper body,pull,0.87
18/07/2023,isometric,sprint,acceleration,
31/07/2023,isometric,sprint,acceleration,
01/08/2023,dynamic,jump,take off,0.7365
14/08/2023,isometric,sprint,max velocity,
15/08/2023,dynamic,sprint,max velocity,0.67
22/08/2023,dynamic,jump,take off,0.69
30/08/2023,dynamic,upper body,pull,0.877
17/09/2023,isometric,jump,land,
20/09/2023,dynamic,jump,take off,0.69
15/10/2023,isometric,agility,rotate,
20/10/2023,dynamic,agility,acceleration,0.4305
02/11/2023,isometric,sprint,max velocity,
21/11/2023,isometric,upper body,pull,
04/12/2023,isometric,jump,pre-load,0.52
17/12/2023,isometric,upper body,pull,
23/12/2023,isometric,upper body,push,0.664
30/12/2023,isometric,agility,rotate,
01/01/2024,isometric,sprint,acceleration,0.52
05/01/2024,dynamic,jump,take off,0.64
09/01/2024,isometric,agility,deceleration,1.138
14/01/2024,dynamic,jump,pre-load,0.498
20/01/2024,dynamic,agility,acceleration,0.43
06/02/2024,isometric,jump,take off,
07/02/2024,dynamic,sprint,max velocity,0.646
14/02/2024,dynamic,jump,pre-load,0.507
20/02/2024,dynamic,jump,take off,0.64
09/03/2024,isometric,jump,pre-load,0.52
12/03/2024,isometric,jump,pre-load,0.52
16/03/2024,isometric,agility,acceleration,0.52
25/03/2024,dynamic,agility,acceleration,0.4445
27/03/2024,dynamic,jump,land,0.668
02/04/2024,dynamic,jump,land,0.655
07/04/2024,isometric,sprint,max velocity,
20/04/2024,isometric,upper body,grapple,
22/04/2024,isometric,upper body,grapple,
03/05/2024,dynamic,upper body,pull,0.89
06/05/2024,dynamic,jump,take off,0.6395
10/05/2024,isometric,agility,acceleration,0.52
11/05/2024,isometric,upper body,push,0.704
15/05/2024,isometric,sprint,max velocity,0.1995
21/05/2024,isometric,jump,land,
21/05/2024,isometric,agility,rotate,
03/06/2024,dynamic,upper body,pull,0.876
07/06/2024,dynamic,sprint,acceleration,0.43
09/06/2024,isometric,agility,rotate,
19/06/2024,isometric,upper body,grapple,
30/06/2024,dynamic,upper body,pull,0.89
08/07/2024,isometric,jump,land,0.1
11/07/2024,dynamic,sprint,max velocity,0.674
18/07/2024,dynamic,agility,acceleration,0.488
21/07/2024,isometric,upper body,pull,
02/08/2024,dynamic,sprint,acceleration,0.428
10/08/2024,isometric,agility,acceleration,0.7305
11/08/2024,dynamic,agility,acceleration,0.428
15/08/2024,dynamic,upper body,push,0.428
17/08/2024,isometric,agility,deceleration,0.928
24/08/2024,dynamic,jump,land,0.641
26/08/2024,isometric,agility,deceleration,0.953
13/09/2024,dynamic,agility,acceleration,0.4955
15/09/2024,isometric,agility,deceleration,0.94
18/09/2024,isometric,sprint,acceleration,0.72
25/09/2024,isometric,agility,acceleration,0.72
26/09/2024,dynamic,agility,deceleration,0.896
07/10/2024,dynamic,upper body,pull,0.896
08/10/2024,dynamic,agility,deceleration,0.868
26/10/2024,isometric,upper body,grapple,0.6695
29/10/2024,dynamic,agility,acceleration,0.486
14/11/2024,isometric,agility,acceleration,0.7515
19/11/2024,isometric,upper body,pull,
26/11/2024,dynamic,upper body,pull,0.88
04/12/2024,isometric,upper body,grapple,0.6805
04/12/2024,dynamic,agility,acceleration,0.498
07/12/2024,isometric,sprint,max velocity,0.685
09/12/2024,isometric,upper body,pull,0.46
13/12/2024,dynamic,jump,take off,0.69
17/12/2024,dynamic,jump,pre-load,0.557
28/12/2024,dynamic,jump,land,0.728
28/12/2024,isometric,upper body,grapple,0.6705
01/02/2025,dynamic,sprint,acceleration,0.4965
02/02/2025,isometric,sprint,max velocity,0.749
14/02/2025,isometric,jump,land,0.397
14/02/2025,dynamic,agility,deceleration,0.87
15/02/2025,isometric,jump,take off,0.397
18/02/2025,isometric,agility,acceleration,0.787
21/02/2025,isometric,upper body,pull,0.7975
05/03/2025,dynamic,jump,take off,0.68
08/03/2025,isometric,upper body,push,0.9555
10/03/2025,dynamic,sprint,max velocity,0.6495
03/07/2023,isometric,upper body,push,
06/07/2023,isometric,upper body,grapple,
12/07/2023,isometric,agility,acceleration,
22/07/2023,dynamic,jump,land,0.6975
23/07/2023,dynamic,upper body,pull,0.8525
25/07/2023,isometric,jump,pre-load,
27/07/2023,dynamic,agility,deceleration,0.8525
10/08/2023,isometric,agility,acceleration,
11/08/2023,dynamic,upper body,pull,0.8695
12/08/2023,dynamic,agility,acceleration,0.358
21/08/2023,isometric,upper body,push,
25/08/2023,dynamic,jump,take off,0.69
08/09/2023,isometric,upper body,grapple,
11/09/2023,dynamic,agility,acceleration,0.388
11/09/2023,dynamic,sprint,max velocity,0.5845
13/09/2023,dynamic,agility,acceleration,0.388
19/09/2023,dynamic,upper body,push,0.4305
21/09/2023,dynamic,jump,pre-load,0.51
23/09/2023,isometric,sprint,max velocity,
30/09/2023,dynamic,upper body,push,0.4305
03/10/2023,isometric,upper body,push,
05/10/2023,dynamic,upper body,pull,0.871
05/10/2023,isometric,upper body,push,
11/10/2023,isometric,jump,pre-load,0.52
12/10/2023,dynamic,upper body,push,0.4305
29/10/2023,dynamic,jump,pre-load,0.4985
29/10/2023,isometric,jump,pre-load,0.52
17/11/2023,dynamic,jump,take off,0.64
18/11/2023,dynamic,agility,acceleration,0.43
02/12/2023,dynamic,jump,land,0.688
06/12/2023,isometric,jump,take off,
08/12/2023,dynamic,upper body,push,0.43
10/12/2023,isometric,jump,pre-load,0.52
21/12/2023,isometric,upper body,grapple,
24/12/2023,dynamic,upper body,push,0.43
25/12/2023,isometric,jump,land,
28/12/2023,dynamic,jump,land,0.674
18/01/2024,isometric,jump,take off,
26/01/2024,isometric,sprint,max velocity,
29/01/2024,isometric,agility,rotate,
29/02/2024,isometric,upper body,push,0.704
11/03/2024,dynamic,jump,take off,0.64
13/03/2024,isometric,sprint,acceleration,0.52
19/03/2024,isometric,upper body,pull,
22/03/2024,dynamic,agility,acceleration,0.4445
26/03/2024,dynamic,upper body,pull,0.89
02/04/2024,isometric,sprint,max velocity,
07/04/2024,isometric,jump,take off,
14/04/2024,isometric,jump,land,
15/04/2024,isometric,jump,take off,
18/04/2024,isometric,jump,land,
27/04/2024,dynamic,jump,take off,0.63
02/05/2024,isometric,upper body,grapple,
02/05/2024,dynamic,sprint,max velocity,0.628
26/05/2024,isometric,jump,take off,
05/06/2024,dynamic,sprint,max velocity,0.625
17/06/2024,isometric,agility,deceleration,1.1365
19/06/2024,isometric,agility,rotate,
20/06/2024,dynamic,jump,take off,0.62
22/06/2024,isometric,sprint,acceleration,0.49
29/06/2024,dynamic,sprint,max velocity,0.625
01/07/2024,isometric,jump,land,0.1
16/07/2024,isometric,agility,deceleration,1.0365
18/07/2024,isometric,agility,deceleration,1.0365
28/07/2024,isometric,sprint,max velocity,0.762
31/07/2024,dynamic,jump,land,0.652
11/08/2024,isometric,agility,deceleration,1.0305
13/08/2024,dynamic,jump,pre-load,0.5095
15/08/2024,isometric,agility,deceleration,0.928
20/08/2024,isometric,sprint,acceleration,0.7305
22/08/2024,dynamic,sprint,acceleration,0.428
06/09/2024,dynamic,jump,land,0.6495
12/09/2024,isometric,agility,deceleration,0.932
26/09/2024,isometric,upper body,push,0.936
07/10/2024,isometric,upper body,grapple,0.6625
09/10/2024,dynamic,jump,pre-load,0.5375
11/10/2024,dynamic,sprint,max velocity,0.67
14/10/2024,isometric,upper body,pull,
18/10/2024,isometric,jump,take off,0.426
18/10/2024,isometric,upper body,push,0.936
20/10/2024,isometric,agility,acceleration,0.698
03/11/2024,dynamic,agility,deceleration,0.88
11/11/2024,isometric,jump,pre-load,0.7515
11/11/2024,isometric,sprint,max velocity,0.6325
21/11/2024,dynamic,sprint,acceleration,0.47
27/11/2024,dynamic,jump,take off,0.69
05/12/2024,isometric,upper body,grapple,0.6805
08/12/2024,dynamic,upper body,push,0.498
13/12/2024,dynamic,sprint,acceleration,0.498
21/12/2024,isometric,sprint,max velocity,0.685
27/12/2024,isometric,jump,land,0.42
30/12/2024,isometric,jump,pre-load,0.79
30/12/2024,isometric,sprint,acceleration,0.79
24/01/2025,dynamic,sprint,max velocity,0.667
30/01/2025,dynamic,sprint,max velocity,0.657
31/01/2025,isometric,jump,take off,0.4495
05/02/2025,isometric,jump,take off,0.39
23/02/2025,dynamic,sprint,acceleration,0.495
24/02/2025,isometric,upper body,grapple,0.6385
26/02/2025,isometric,upper body,pull,0.7975
27/02/2025,isometric,jump,pre-load,0.79
06/07/2023,dynamic,upper body,pull,0.87
15/07/2023,isometric,upper body,push,
15/07/2023,dynamic,sprint,acceleration,0.33
21/07/2023,isometric,sprint,max velocity,
27/07/2023,dynamic,sprint,max velocity,0.67
01/08/2023,isometric,jump,pre-load,
13/08/2023,dynamic,sprint,max velocity,0.67
18/08/2023,isometric,agility,deceleration,0.9775
18/08/2023,dynamic,sprint,max velocity,0.67
24/08/2023,isometric,jump,pre-load,
27/08/2023,dynamic,jump,pre-load,0.58
30/08/2023,isometric,upper body,grapple,
20/09/2023,isometric,jump,land,
21/09/2023,dynamic,jump,take off,0.6885
30/09/2023,isometric,sprint,max velocity,
10/10/2023,isometric,upper body,pull,
16/10/2023,dynamic,upper body,push,0.4305
31/10/2023,isometric,sprint,acceleration,0.52
01/11/2023,dynamic,jump,pre-load,0.4985
06/11/2023,dynamic,sprint,acceleration,0.4305
08/11/2023,isometric,agility,acceleration,0.52
01/12/2023,dynamic,jump,take off,0.631
03/12/2023,dynamic,upper body,push,0.43
04/01/2024,dynamic,upper body,pull,0.87
05/01/2024,isometric,jump,land,
06/01/2024,dynamic,jump,take off,0.64
16/01/2024,dynamic,agility,acceleration,0.43
25/01/2024,isometric,upper body,push,0.6385
28/01/2024,isometric,jump,take off,
08/02/2024,isometric,agility,rotate,
17/02/2024,isometric,sprint,acceleration,0.52
18/02/2024,dynamic,agility,acceleration,0.4345
19/02/2024,dynamic,sprint,acceleration,0.4345
22/02/2024,dynamic,agility,deceleration,0.89
27/02/2024,isometric,jump,land,
03/03/2024,dynamic,upper body,push,0.4445
13/03/2024,dynamic,sprint,max velocity,0.637
18/03/2024,dynamic,agility,acceleration,0.4445
19/03/2024,dynamic,agility,acceleration,0.4445
21/03/2024,isometric,agility,deceleration,1.138
25/03/2024,isometric,sprint,max velocity,
30/03/2024,dynamic,agility,deceleration,0.89
01/04/2024,isometric,jump,pre-load,0.52
02/04/2024,dynamic,jump,take off,0.6195
08/04/2024,isometric,upper body,push,0.704
11/04/2024,dynamic,jump,land,0.655
12/04/2024,isometric,jump,pre-load,0.52
29/04/2024,isometric,jump,take off,
18/05/2024,isometric,sprint,max velocity,0.1995
23/05/2024,dynamic,agility,acceleration,0.43
12/06/2024,isometric,sprint,acceleration,0.49
13/06/2024,isometric,jump,land,
21/06/2024,dynamic,upper body,push,0.436
26/06/2024,dynamic,jump,land,0.723
26/06/2024,isometric,upper body,push,0.704
01/07/2024,isometric,sprint,max velocity,0.34
03/07/2024,dynamic,agility,acceleration,0.43
07/07/2024,isometric,upper body,pull,
08/07/2024,dynamic,agility,deceleration,0.897
24/07/2024,isometric,upper body,push,0.898
28/07/2024,isometric,jump,pre-load,0.685
28/07/2024,dynamic,upper body,pull,0.855
31/07/2024,isometric,upper body,push,0.96
05/08/2024,dynamic,agility,acceleration,0.428
19/08/2024,isometric,sprint,max velocity,0.756
03/09/2024,isometric,upper body,push,0.945
09/09/2024,isometric,agility,deceleration,0.94
10/09/2024,isometric,jump,land,0.368
12/09/2024,dynamic,upper body,push,0.4955
17/09/2024,dynamic,sprint,acceleration,0.494
19/09/2024,dynamic,agility,acceleration,0.494
26/09/2024,isometric,jump,land,0.426
05/10/2024,isometric,agility,deceleration,0.86
19/10/2024,dynamic,jump,pre-load,0.5375
20/10/2024,isometric,sprint,max velocity,0.68
22/10/2024,isometric,upper body,push,0.936
26/10/2024,isometric,agility,rotate,0.6695
26/10/2024,dynamic,sprint,acceleration,0.486
02/11/2024,dynamic,jump,take off,0.69
03/11/2024,isometric,jump,take off,0.39
12/11/2024,isometric,upper body,pull,
03/12/2024,isometric,upper body,pull,
09/12/2024,dynamic,jump,pre-load,0.557
12/12/2024,dynamic,upper body,push,0.498
19/12/2024,dynamic,jump,pre-load,0.557
20/12/2024,isometric,upper body,push,0.876
06/01/2025,dynamic,sprint,acceleration,0.4965
07/01/2025,isometric,jump,take off,0.42
11/01/2025,dynamic,jump,pre-load,0.474
17/01/2025,isometric,upper body,push,0.918
19/01/2025,isometric,jump,pre-load,0.7475
29/01/2025,isometric,agility,acceleration,0.79
11/02/2025,isometric,jump,pre-load,0.79
18/02/2025,dynamic,sprint,max velocity,0.651
19/02/2025,dynamic,upper body,pull,0.87
23/02/2025,dynamic,jump,land,0.745
03/03/2025,isometric,agility,rotate,0.6385
06/03/2025,dynamic,jump,take off,0.68
08/07/2023,dynamic,jump,pre-load,0.5835
12/07/2023,isometric,sprint,acceleration,
21/07/2023,dynamic,agility,acceleration,0.33
27/07/2023,dynamic,jump,land,0.69
01/08/2023,isometric,upper body,push,
04/08/2023,isometric,jump,land,
06/08/2023,dynamic,agility,acceleration,0.39
24/08/2023,isometric,sprint,max velocity,
27/08/2023,dynamic,agility,deceleration,0.877
08/09/2023,dynamic,jump,pre-load,0.51
08/09/2023,isometric,jump,take off,
08/09/2023,dynamic,upper body,pull,0.877
21/09/2023,dynamic,sprint,max velocity,0.5845
24/09/2023,dynamic,agility,deceleration,0.871
03/10/2023,dynamic,upper body,push,0.4305
04/10/2023,dynamic,upper body,push,0.4305
16/10/2023,isometric,jump,pre-load,0.52
18/10/2023,dynamic,jump,pre-load,0.564
20/10/2023,isometric,jump,pre-load,0.52
20/10/2023,dynamic,upper body,pull,0.871
21/10/2023,dynamic,jump,land,0.6615
06/11/2023,isometric,agility,deceleration,1.038
14/11/2023,isometric,jump,pre-load,0.52
16/11/2023,isometric,agility,acceleration,0.52
17/11/2023,dynamic,upper body,push,0.43
22/11/2023,isometric,jump,take off,
25/11/2023,dynamic,jump,pre-load,0.5185
27/11/2023,isometric,upper body,pull,
01/12/2023,isometric,sprint,acceleration,0.52
10/12/2023,isometric,agility,acceleration,0.52
15/12/2023,dynamic,jump,pre-load,0.487
23/12/2023,isometric,sprint,acceleration,0.52
25/12/2023,isometric,agility,rotate,
26/12/2023,isometric,agility,deceleration,1.112
29/12/2023,isometric,agility,deceleration,1.112
30/12/2023,dynamic,agility,acceleration,0.426
09/01/2024,dynamic,upper body,push,0.426
14/01/2024,isometric,jump,pre-load,0.52
14/01/2024,isometric,sprint,acceleration,0.52
15/01/2024,isometric,sprint,acceleration,0.52
17/01/2024,dynamic,upper body,pull,0.879
20/01/2024,dynamic,jump,land,0.69
24/01/2024,isometric,jump,pre-load,0.52
26/01/2024,isometric,upper body,pull,
31/01/2024,dynamic,agility,deceleration,0.899
31/01/2024,isometric,agility,rotate,
05/02/2024,dynamic,agility,acceleration,0.4445
24/02/2024,dynamic,upper body,pull,0.89
07/03/2024,isometric,sprint,acceleration,0.52
05/04/2024,isometric,upper body,push,0.704
07/04/2024,dynamic,sprint,max velocity,0.628
26/04/2024,isometric,upper body,push,0.704
26/04/2024,isometric,agility,acceleration,0.52
10/05/2024,dynamic,jump,pre-load,0.4785
16/05/2024,isometric,agility,rotate,
01/06/2024,dynamic,sprint,acceleration,0.43
09/06/2024,isometric,agility,acceleration,0.49
27/06/2024,isometric,upper body,grapple,
27/06/2024,isometric,upper body,pull,
27/06/2024,dynamic,upper body,push,0.436
03/07/2024,isometric,sprint,max velocity,0.34
06/07/2024,isometric,jump,take off,0.1
07/07/2024,dynamic,jump,pre-load,0.482
09/07/2024,dynamic,agility,acceleration,0.491
18/07/2024,isometric,upper body,grapple,0.278
23/07/2024,isometric,agility,rotate,0.278
02/08/2024,dynamic,upper body,pull,0.852
08/08/2024,dynamic,upper body,push,0.428
08/08/2024,isometric,upper body,push,0.96
15/08/2024,isometric,agility,rotate,0.384
21/08/2024,dynamic,jump,land,0.652
21/08/2024,isometric,sprint,acceleration,0.7305
15/09/2024,dynamic,agility,acceleration,0.4955
21/09/2024,isometric,jump,take off,0.426
01/10/2024,dynamic,agility,acceleration,0.494
02/10/2024,isometric,agility,rotate,0.6625
09/10/2024,isometric,upper body,push,0.936
10/10/2024,dynamic,sprint,acceleration,0.498
15/10/2024,isometric,upper body,pull,
15/10/2024,isometric,sprint,acceleration,0.72
18/10/2024,dynamic,agility,deceleration,0.88
23/10/2024,dynamic,agility,deceleration,0.88
01/11/2024,isometric,jump,take off,0.39
04/11/2024,dynamic,jump,land,0.666
04/11/2024,isometric,agility,acceleration,0.677
30/11/2024,dynamic,jump,pre-load,0.5875
21/12/2024,dynamic,jump,pre-load,0.5305
21/12/2024,isometric,upper body,push,0.876
22/12/2024,dynamic,jump,pre-load,0.5305
22/12/2024,dynamic,jump,take off,0.69
26/12/2024,dynamic,upper body,push,0.498
06/01/2025,isometric,jump,pre-load,0.79
07/01/2025,dynamic,sprint,max velocity,0.67
08/01/2025,dynamic,agility,deceleration,0.853
09/01/2025,dynamic,upper body,pull,0.853
18/01/2025,isometric,agility,deceleration,0.955
19/01/2025,dynamic,agility,acceleration,0.5
